UF,Município,IFGF,Autonomia,Gastos com Pessoal,Liquidez ,Investimentos
MG,Santa Cruz do Escalvado,0.7368,0.5594,0.9242,0.8288,0.6349
SP,Guariba,0.7365,0.9728,0.4455,0.8407,0.687
SP,Garça,0.7364,1,0.9485,0.616,0.3811
RS,Gentil,0.7358,0.3727,1,0.5706,1
SP,Pedreira,0.7358,1,0.834,0.6179,0.4914
MT,Santa Cruz do Xingu,0.7355,0.4201,0.8258,0.6963,1
RS,Jaguarão,0.7354,0.7156,0.4138,1,0.8122
MG,São Sebastião do Oeste,0.7352,0.9371,0.4659,1,0.538
RS,Salvador do Sul,0.7348,1,1,0.5552,0.3839
SP,Taquarituba,0.7347,0.9888,0.883,0.7531,0.3138
SC,Itapoá,0.7345,1,0.7609,0.8769,0.3001
MG,Guanhães,0.7339,0.9027,0.7668,1,0.266
PR,Mercedes,0.7338,0.6035,0.8159,0.5743,0.9417
MG,Araporã,0.7338,1,0,1,0.9352
SP,Lins,0.7337,1,1,0.7102,0.2244
RS,Teutônia,0.7334,1,1,0.6562,0.2775
PR,Nova Laranjeiras,0.7333,1,0.5309,0.4025,1
SC,Guarujá do Sul,0.7329,0.8969,0.775,0.5865,0.6733
RS,Forquetinha,0.7329,0.4406,1,1,0.491
RS,Rodeio Bonito,0.7327,0.9057,0.675,0.5187,0.8316
SP,Cedral,0.7327,1,0.8585,0.7401,0.3322
MG,Montes Claros,0.7323,1,0.7978,0.8401,0.2914
PR,Clevelândia,0.7322,0.9035,0.5512,0.4742,1
SC,Ermo,0.732,0.555,1,0.7687,0.6042
SC,Mirim Doce,0.7315,0.4746,0.6442,0.9959,0.8114
SP,Coroados,0.7313,0.8346,0.6695,0.572,0.8491
MG,Belo Horizonte,0.7313,1,1,0.6114,0.3137
SC,Bom Jesus do Oeste,0.731,0.6275,0.5202,0.7958,0.9803
RS,Ipê,0.7309,0.7793,1,0.8022,0.342
SC,União do Oeste,0.7307,0.7135,0.6909,0.8123,0.706
SP,Santa Cruz do Rio Pardo,0.7304,1,0.9157,0.6156,0.3901
SP,Capão Bonito,0.7302,0.941,0.4114,0.5684,1
SC,Ouro,0.7298,1,0.7632,0.7123,0.4438
SP,Nova Independência,0.7298,1,0.421,0.5404,0.9577
SC,Rio dos Cedros,0.7295,0.8848,0.6207,0.6916,0.7208
MG,Itambé do Mato Dentro,0.7291,0,1,0.9164,1
PR,Palmeira,0.7287,1,0.8018,0.6286,0.4846
SP,Orindiúva,0.7286,1,0.5402,0.495,0.8792
MG,São João del Rei,0.7285,0.9046,0.6605,0.9927,0.356
ES,Vargem Alta,0.7283,0.4969,0.9294,0.7958,0.6912
SP,Guararema,0.7282,0.8017,1,0.4835,0.6276
SC,Seara,0.728,1,0.9004,0.6959,0.3159
SP,Itapuí,0.728,0.9406,0.7261,0.5386,0.7066
MG,Antônio Dias,0.7279,1,0.8664,0.6025,0.4428
RS,Humaitá,0.7276,0.678,1,1,0.2324
SP,Coronel Macedo,0.7275,0.837,0.7863,1,0.2866
RS,Santa Cruz do Sul,0.7273,1,0.9524,0.5609,0.3958
PI,Pimenteiras,0.7271,0,0.9086,1,1
SC,Salete,0.7268,0.8383,0.8335,0.5393,0.696
SP,Lençóis Paulista,0.7262,1,0.7929,0.8062,0.3056
PR,Rio Bonito do Iguaçu,0.7259,0.7537,0.5249,0.698,0.9272
PR,Lobato,0.7254,0.7038,0.296,1,0.9018
SC,Presidente Getúlio,0.7253,1,0.4885,0.717,0.6958
SC,Benedito Novo,0.7249,0.9678,0.6051,0.6115,0.7151
SP,Porangaba,0.7245,1,0.8666,0.5285,0.503
SC,Itaiópolis,0.7244,0.9927,0.4522,1,0.4528
MG,Monte Alegre de Minas,0.7241,1,0.6593,0.8309,0.4061
RS,Farroupilha,0.7239,1,1,0.5669,0.3287
SP,Taciba,0.7234,1,0.7106,0.5079,0.6753
RS,Três de Maio,0.7234,1,0.7725,0.7742,0.3468
PR,Paranavaí,0.7233,1,0.7109,0.5739,0.6085
RS,Veranópolis,0.7233,1,1,0.5279,0.3652
ES,São Roque do Canaã,0.7223,0.583,0.6367,1,0.6693
SP,Jacareí,0.7222,1,1,0.4625,0.4262
MG,Lavras,0.7222,0.9187,0.7324,0.9114,0.326
SP,Santo Antônio de Posse,0.722,1,0.6727,0.5705,0.645
SC,Imbuia,0.7219,0.8595,0.4157,0.759,0.8533
RS,São Sebastião do Caí,0.7218,0.9045,0.7812,1,0.2017
PR,Vera Cruz do Oeste,0.7215,1,0.3759,0.51,1
RS,Ernestina,0.7214,0.6394,0.9889,0.7282,0.5289
SP,Suzano,0.7212,1,0.9686,0.618,0.2981
SP,Osasco,0.7211,1,1,0.4453,0.4392
RS,Derrubadas,0.7211,0.7419,0.5212,0.8561,0.7652
SP,Reginópolis,0.721,1,0.629,0.7421,0.513
RS,Portão,0.7209,0.7027,0.9341,1,0.247
SP,Bragança Paulista,0.7209,1,0.925,0.6676,0.2908
RS,Ponte Preta,0.7209,0.4354,0.953,1,0.495
MS,Dourados,0.7209,1,0.6032,1,0.2802
SP,Narandiba,0.7208,1,0.5704,0.5501,0.7627
TO,Wanderlândia,0.7208,0.2597,1,0.6234,1
MG,Paracatu,0.7207,1,0.5334,1,0.3495
PR,Joaquim Távora,0.7207,0.9305,0.499,0.6988,0.7546
SP,Cardoso,0.7207,0.8215,0.5838,1,0.4774
SP,Botucatu,0.7205,1,1,0.5258,0.3563
SC,Rio do Oeste,0.7205,0.9627,0.5003,0.6324,0.7866
MT,Tapurah,0.7204,1,0.9179,0.5947,0.3689
PR,Xambrê,0.72,0.5094,1,0.6785,0.692
PR,Lapa,0.7199,1,0.4179,1,0.4616
MT,Comodoro,0.7199,0.9495,0.4464,1,0.4835
RS,Cristal,0.7198,0.9532,0.7846,0.5739,0.5676
SP,Lindóia,0.7197,0.751,0.7069,0.4449,0.9761
PR,Jardim Alegre,0.7194,0.6716,0.7738,0.9094,0.5229
SP,Cerquilho,0.7189,1,0.7415,0.6973,0.4367
PR,Piraquara,0.7188,1,0.3868,0.655,0.8331
RJ,Maricá,0.7184,0,1,1,0.8736
ES,Baixo Guandu,0.7184,0.9682,0.6908,0.8592,0.3553
RJ,Rio das Ostras,0.718,0.6538,0.8354,0.9641,0.4186
SC,Papanduva,0.7178,1,0.5283,1,0.3427
MG,Lagoa Formosa,0.7176,1,0.3925,0.7479,0.73
RS,São Marcos,0.7176,0.8389,1,0.6078,0.4235
MT,Itaúba,0.7173,1,0.6487,0.487,0.7335
ES,Serra,0.7172,1,0.6407,0.6093,0.6186
RJ,Paraty,0.7169,0.5579,1,0.7178,0.5917
PR,Rio Negro,0.7168,1,0.565,0.6416,0.6608
SP,Bady Bassitt,0.7166,1,0.6178,1,0.2488
TO,Miranorte,0.7165,0.5747,0.3827,1,0.9088
SP,Palestina,0.7163,0.9359,0.9387,0.4086,0.5822
PR,Pérola d'Oeste,0.7154,0.615,0.6582,0.5886,1
SP,Ribeirão do Sul,0.7153,0.6854,1,0.7898,0.3858
PR,Mamborê,0.7152,0.9495,0.2858,0.6256,1
SP,Nova Europa,0.7151,0.8305,0.7497,0.6305,0.6498
PR,Inácio Martins,0.7151,0.7688,0.5817,0.51,1
MT,Várzea Grande,0.7151,0.9744,0.444,0.5696,0.8723
SC,Zortéa,0.7147,0.4073,0.8129,0.6387,1
CE,Tejuçuoca,0.7143,0,0.8574,1,1
BA,Lapão,0.714,0,1,1,0.856
PR,Nova Olímpia,0.714,0.0995,0.7839,1,0.9726
SC,Schroeder,0.7136,0.8623,0.3281,0.6638,1
RJ,Conceição de Macabu,0.7135,0.8141,1,0.8396,0.2005
RS,Canela,0.7135,0.8727,0.8534,0.5272,0.6008
PR,Douradina,0.7135,0.9075,0.1968,0.7495,1
PR,Floraí,0.7131,0.4803,1,0.5348,0.8372
SP,Tabatinga,0.7128,0.8956,0.7132,0.7724,0.4702
GO,Santo Antônio de Goiás,0.7128,0.5429,0.3775,1,0.9308
GO,Corumbaíba,0.7128,1,0.3104,1,0.5408
MT,São José do Xingu,0.7122,0.907,0.2953,0.6464,1
SP,Avanhandava,0.7121,1,0.5744,0.6197,0.6542
PR,Perobal,0.7119,0.5732,0.8415,0.4328,1
PR,Santa Isabel do Ivaí,0.7115,0.3736,0.9231,0.5494,1
SP,Jaguariúna,0.7114,1,1,0.6935,0.152
MT,Jauru,0.7114,0.4142,1,0.4313,1
MG,Pitangui,0.711,0.5913,0.9923,0.8378,0.4227
MG,Moema,0.7107,0.7071,0.7302,0.8541,0.5513
PR,Honório Serpa,0.7107,0.5245,0.6727,0.6455,1
SP,Santo André,0.7103,1,1,0.4591,0.3823
SC,Mondaí,0.7103,1,0.751,0.7556,0.3347
BA,Camaçari,0.7102,1,0.414,1,0.4267
CE,Quixeré,0.7098,1,0.6449,0.5441,0.6502
SC,Faxinal dos Guedes,0.7093,1,0.7271,0.6534,0.4565
SP,Cabreúva,0.7092,1,0.9412,0.4788,0.4167
PR,Reserva,0.7089,0.945,0.2926,0.8345,0.7634
SP,Espírito Santo do Turvo,0.7086,0.961,0.6615,0.7258,0.486
RS,Doutor Ricardo,0.7086,0.647,1,0.4295,0.7578
AL,Roteiro,0.7085,0,1,0.8341,1
SP,Paulo de Faria,0.7084,1,0.7055,0.4961,0.6321
SC,Macieira,0.7079,0.4292,0.809,1,0.5934
PR,Paranaguá,0.7079,1,0.462,1,0.3697
SP,Echaporã,0.7079,1,0.7436,0.5509,0.5372
RS,Capão do Cipó,0.7078,1,0.6406,0.6718,0.5187
RS,São Jorge,0.7077,0.1253,0.897,0.8087,1
ES,Marilândia,0.7077,0.5876,0.5484,0.9324,0.7624
PR,Quedas do Iguaçu,0.7077,0.7265,0.491,0.7084,0.9048
ES,Linhares,0.7076,0.9065,1,0.8213,0.1028
SP,Cotia,0.7075,1,0.9203,0.585,0.3249
PR,Salto do Lontra,0.7073,0.8232,0.327,0.6792,1
PI,Bom Jesus,0.7073,0.6409,0.7654,1,0.4228
RS,São Luiz Gonzaga,0.7073,1,0.6331,1,0.196
RS,Presidente Lucena,0.707,0.8556,0.9839,0.6313,0.3572
PR,Tupãssi,0.7069,1,0.3853,0.7173,0.7251
RS,Chiapetta,0.7067,0.9533,0.6884,0.5254,0.6596
RS,Doutor Maurício Cardoso,0.7066,0.4999,0.9285,0.5978,0.8
RS,São Valentim,0.7064,0.2987,0.6699,0.857,1
PR,Barracão,0.7063,0.7834,0.5983,0.7224,0.721
RJ,Macaé,0.7061,1,0.9071,0.7433,0.1742
GO,Turvelândia,0.7061,1,0.2378,1,0.5867
SP,Ribeirão Bonito,0.7061,0.7512,0.9246,0.849,0.2996
SC,Brusque,0.7061,1,0.4983,1,0.3259
MT,Ipiranga do Norte,0.706,1,0.7797,0.6762,0.3679
RS,Sobradinho,0.7058,0.6834,0.5641,1,0.5755
TO,Gurupi,0.7057,1,0.298,1,0.5249
RO,Cacaulândia,0.7057,0.3249,0.9262,0.6692,0.9024
PE,Cabo de Santo Agostinho,0.7055,1,0.1722,0.7924,0.8575
MG,Tocos do Moji,0.7054,0.0317,0.9097,1,0.8801
MT,Querência,0.7051,1,0.8076,0.4482,0.5646
RS,Ajuricaba,0.7051,0.9569,0.7997,0.8176,0.2461
SP,Registro,0.7049,1,0.8518,0.5143,0.4536
SC,Ipuaçu,0.7048,1,0.6618,0.6673,0.4901
PR,Amaporã,0.7048,0.7027,0.5533,0.7533,0.8097
GO,Ivolândia,0.7047,0.3873,1,1,0.4316
GO,Mineiros,0.7043,1,0.4031,1,0.414
RS,Vila Maria,0.7042,0.946,1,0.5613,0.3097
PR,Antônio Olinto,0.704,0.7593,0.4771,0.7928,0.7867
MG,Ubá,0.7039,1,0.4271,1,0.3883
RS,Horizontina,0.7037,1,0.9299,0.5998,0.285
TO,Guaraí,0.7037,0.9142,0.3285,0.9621,0.61
SC,Itajaí,0.7036,1,0.7068,0.7289,0.3787
RS,Lajeado,0.7035,1,1,0.6678,0.1461
SP,Guaratinguetá,0.7032,1,0.7215,0.4751,0.6161
PR,Moreira Sales,0.7031,0.8119,0.4717,0.6165,0.9121
PR,Jaguariaíva,0.7028,1,0.5338,0.5541,0.7232
SC,Canoinhas,0.7027,0.9968,0.4897,1,0.3244
RS,André da Rocha,0.7025,0,1,0.8098,1
PI,Francinópolis,0.7024,0,0.8346,1,0.9751
MG,Itabira,0.7021,0.9782,1,0.5052,0.3251
MT,Lucas do Rio Verde,0.7021,1,0.7616,0.6071,0.4398
SC,Flor do Sertão,0.7021,0.5668,0.6142,0.6274,1
RS,Guabiju,0.7019,0,1,0.8077,1
RS,Ametista do Sul,0.7017,0.4433,0.7988,1,0.5647
ES,Itarana,0.7016,0.3296,0.8409,1,0.636
RS,Imigrante,0.7016,0.7785,1,0.6734,0.3546
SC,Orleans,0.7013,1,0.4824,0.625,0.698
PR,Primeiro de Maio,0.7013,0.7709,0.4456,0.6927,0.8961
SP,Jumirim,0.7013,0.5735,0.9116,0.8881,0.4319
PR,Apucarana,0.7013,0.8092,1,0.6938,0.302
RS,Coronel Pilar,0.7012,0,1,0.8049,1
SP,Buritama,0.7012,1,0.8388,0.4589,0.507
AC,Xapuri,0.701,0.7527,0.732,0.9405,0.3786
SP,Atibaia,0.7009,1,0.7449,0.4914,0.5675
RS,Floriano Peixoto,0.7007,0.0046,1,1,0.7983
MT,Feliz Natal,0.7007,1,0.4842,1,0.3185
RS,Arroio do Sal,0.7005,1,0.7299,0.6175,0.4544
MA,Lima Campos,0.7004,0,0.9718,0.83,1
SC,Garopaba,0.7004,1,0.801,0.6001,0.4006
ES,Dores do Rio Preto,0.7002,0.5163,0.568,1,0.7164
MT,Ribeirão Cascalheira,0.6998,0.8992,0.7502,0.8872,0.2628
PI,Fronteiras,0.6998,0.2509,0.9378,1,0.6106
PR,Congonhinhas,0.6995,0.7027,0.3291,0.9624,0.804
GO,Diorama,0.6986,0.023,0.7715,1,1
SP,Serra Negra,0.6986,1,0.9813,0.5714,0.2416
PI,Baixa Grande do Ribeiro,0.6985,0.9164,0.2899,0.5877,1
SC,Guaramirim,0.6985,1,0.5341,0.7564,0.5033
SP,Elias Fausto,0.6981,0.9347,0.8228,0.5571,0.4778
RS,Santa Bárbara do Sul,0.6977,1,0.8605,0.5989,0.3314
SC,Iraceminha,0.6971,0.7632,0.7047,0.5851,0.7356
BA,Pojuca,0.6965,0.8195,0.8008,0.912,0.2536
MS,Laguna Carapã,0.6965,1,0.6037,0.526,0.6562
MG,Catas Altas,0.6962,0.5372,0.3694,1,0.8781
SC,São Domingos,0.6959,1,0.7691,0.4666,0.5481
RS,Campo Bom,0.6957,1,0.7865,0.6431,0.3534
SP,Santo Antônio do Jardim,0.6952,0.6091,0.8807,0.6305,0.6605
TO,Palmas,0.6951,0.8863,0.6822,0.64,0.5718
SP,Holambra,0.6948,1,0.7264,0.4371,0.6155
SC,Guabiruba,0.6946,0.9113,0.8028,0.7465,0.3178
SP,Santa Fé do Sul,0.6934,1,0.8104,0.4674,0.4959
SP,Guarantã,0.6932,0.9873,0.4641,0.6772,0.6441
RS,Hulha Negra,0.6932,1,0.3877,0.9665,0.4184
MT,Juína,0.6931,0.832,0.4598,1,0.4805
RS,Novo Tiradentes,0.693,0,0.9928,1,0.7791
RN,João Dias,0.693,0,1,0.7719,1
SC,Massaranduba,0.6929,1,0.7673,0.6297,0.3746
SP,Iepê,0.6929,1,0.791,0.5938,0.3867
ES,Mucurici,0.6928,0.5723,0.8061,0.7899,0.603
SP,Vargem Grande do Sul,0.6925,1,0.827,0.531,0.4122
MT,Nortelândia,0.6925,0.5419,0.8387,1,0.3896
PR,Guamiranga,0.6925,0.7061,0.4229,0.8105,0.8307
SP,Cajamar,0.6923,1,1,0.6064,0.1626
RS,Anta Gorda,0.6922,1,0.7571,0.6445,0.3672
RS,São Nicolau,0.6918,0.3237,0.9105,0.8614,0.6717
BA,Luís Eduardo Magalhães,0.6918,1,0.6783,0.6558,0.4329
PR,São Carlos do Ivaí,0.6915,0.5989,0.4253,0.7419,1
SC,Tijucas,0.6915,1,0.2871,1,0.4789
SC,Três Barras,0.6914,0.96,0.6993,0.7679,0.3383
RS,Minas do Leão,0.6912,0.9097,0.8392,0.7919,0.2239
MG,Uberlândia,0.6909,1,0.9416,0.4642,0.3577
PA,Água Azul do Norte,0.6908,0.3425,0.9004,0.5204,1
RJ,Saquarema,0.6908,0.4885,1,0.8677,0.407
SC,Vidal Ramos,0.6908,1,0.5663,0.4733,0.7236
RS,Camaquã,0.6906,1,0.6207,1,0.1417
SC,Jaguaruna,0.6905,0.693,0.8579,0.4911,0.7202
PR,São João do Ivaí,0.6904,0.8459,0.3149,0.7079,0.8929
PR,Toledo,0.6903,1,0.5402,0.8206,0.4004
MG,Bambuí,0.6903,0.994,1,0.4246,0.3425
RS,Sapiranga,0.6903,1,0.5841,0.7347,0.4422
PA,Ourém,0.6902,0.0438,1,0.7171,1
SP,Itu,0.6902,1,0.8081,0.4579,0.4948
RS,Água Santa,0.6902,0.9342,0.8424,0.4824,0.5016
SP,Guareí,0.6901,0.6847,0.6705,0.5576,0.8478
CE,Aracati,0.6901,0.0966,1,0.728,0.9359
RS,Saldanha Marinho,0.6899,0.7486,1,0.5323,0.4787
TO,Silvanópolis,0.6899,0.3876,1,0.6476,0.7243
MG,Uberaba,0.6896,1,1,0.5147,0.2435
RS,Dois Irmãos,0.6895,1,0.7034,0.5525,0.502
PE,Recife,0.6886,1,0.7226,0.5605,0.4715
RS,Ibirubá,0.6886,1,1,0.5753,0.1789
MG,Pará de Minas,0.6885,0.8749,0.6035,1,0.2756
ES,Montanha,0.6883,0.7021,0.8735,0.7049,0.4727
MG,Patos de Minas,0.6881,1,0.4578,1,0.2946
MT,Cocalinho,0.688,1,0.302,1,0.4501
PR,Medianeira,0.6879,1,0.4936,1,0.2582
RS,Cerro Largo,0.6879,1,1,0.4932,0.2583
PR,Ampére,0.6877,0.9876,0.3171,0.4698,0.9765
SC,Nova Veneza,0.6874,1,0.5542,0.5945,0.6009
SP,Barretos,0.6873,1,1,0.5446,0.2045
CE,Guaraciaba do Norte,0.6871,0.2002,0.8032,0.7451,1
SC,Ilhota,0.6871,1,0.5659,0.4749,0.7075
RS,Pinto Bandeira,0.6865,0,1,0.746,1
RJ,Angra dos Reis,0.6863,1,1,0.6643,0.0807
GO,Senador Canedo,0.6862,1,0.3877,1,0.3573
GO,Chapadão do Céu,0.6862,1,0.2448,1,0.5002
SP,Itapecerica da Serra,0.686,0.9539,0.6914,0.6846,0.4141
RS,Vista Gaúcha,0.6859,0.459,1,0.5436,0.741
RS,Eugênio de Castro,0.6859,0.6817,0.0909,1,0.971
SP,Santa Cruz das Palmeiras,0.6858,1,0.7431,0,1
MS,Sonora,0.6857,0.946,0.5342,1,0.2627
SP,Votuporanga,0.6854,1,0.8763,0.4905,0.375
SC,Águas de Chapecó,0.6852,0.812,0.8329,0.6127,0.4832
PR,Sertanópolis,0.6845,1,0.4622,0.8428,0.433
RS,Santa Maria,0.6845,1,0.8393,0.7561,0.1425
MS,Santa Rita do Pardo,0.6844,0.2928,1,1,0.445
SP,Tupã,0.6842,1,0.835,0.465,0.4367
PR,Curiúva,0.6841,0.5357,0.6656,0.7524,0.7825
SP,Dourado,0.6839,1,0.7922,0.5769,0.3664
RO,Corumbiara,0.6835,0.9934,0.471,0.8372,0.4326
PI,Agricolândia,0.6834,0,1,0.7336,1
SP,Assis,0.6833,1,0.9247,0.5526,0.2558
PR,Altônia,0.683,0.9747,0.7226,0.5562,0.4786
SP,Sorocaba,0.6829,1,0.9411,0.5748,0.2157
SP,Itápolis,0.6829,1,0.9346,0.4444,0.3525
MT,General Carneiro,0.6822,0.763,1,0.4119,0.5538
RS,Bom Princípio,0.6821,0.6663,1,0.6082,0.4537
PR,Londrina,0.682,1,0.9425,0.638,0.1474
ES,Itaguaçu,0.6818,0.4249,0.4367,0.8658,1
ES,Governador Lindenberg,0.6816,0.5533,0.5361,0.7881,0.8491
MS,Coxim,0.6815,0.2723,1,1,0.4539
PR,Matinhos,0.6815,1,0.6585,0.7311,0.3365
MG,Monte Carmelo,0.6815,1,0.59,0.671,0.4651
PR,Goioxim,0.6814,0.777,0.9487,0,1
MG,Itajubá,0.6813,0.9702,1,0.499,0.2561
RS,Casca,0.6811,1,0.7876,0.4782,0.4587
RS,Triunfo,0.681,1,0.5843,1,0.1398
RS,Ivoti,0.681,1,0.7883,0.6212,0.3146
MT,Confresa,0.6807,0.2551,0.8758,1,0.5918
SP,Pedrinhas Paulista,0.6806,0.705,0.711,0.7892,0.5171
PR,Ivaté,0.6803,0.9293,0.317,0.4748,1
PR,Querência do Norte,0.6801,1,0.034,0.6865,1
PR,Pato Branco,0.6801,1,0.8249,0.6137,0.2819
RS,Três Arroios,0.6801,0.7678,0.7368,0.5113,0.7045
PR,Goioerê,0.68,0.8459,0.4805,0.6334,0.7603
SP,Anhembi,0.6795,1,0.888,0.5054,0.3246
PR,Nova Prata do Iguaçu,0.6795,0.7048,0.478,0.535,1
CE,Sobral,0.6795,0.3905,1,0.7051,0.6222
SP,Águas da Prata,0.6794,0.8645,0.3765,0.8372,0.6394
PR,São Manoel do Paraná,0.6793,0.5386,0.1847,1,0.9939
SC,Irati,0.679,0.3643,0.5867,0.7652,1
PR,Nova Tebas,0.6789,0.7633,0.3428,0.6095,1
SC,Paraíso,0.6785,0.6108,0.7354,0.7551,0.6127
RS,Esteio,0.6783,1,1,0.5758,0.1374
MT,Marcelândia,0.6782,0.7565,0.4933,0.6378,0.8253
SC,Paial,0.6781,0.4847,0.6389,0.9027,0.6863
SC,Saltinho,0.678,0.5281,0.7362,0.7009,0.7468
RJ,Comendador Levy Gasparian,0.6779,0.9815,0.5009,1,0.2292
SP,Quatá,0.6778,0.8775,0.6173,0.6816,0.5348
PR,Matelândia,0.6776,1,0.7509,0.6208,0.3386
SC,Imbituba,0.6771,1,0.6257,0.7983,0.2843
PA,Brejo Grande do Araguaia,0.677,0.2245,1,0.4834,1
MG,Nova Ponte,0.6768,1,0.5043,1,0.203
PR,Rondon,0.6766,1,0.4024,0.4578,0.8461
SC,Planalto Alegre,0.6763,0.7825,0.664,0.6528,0.606
SP,Macatuba,0.6762,1,0.945,0.5848,0.1751
GO,São Domingos,0.6762,0.5864,0.6101,1,0.5082
SP,Mendonça,0.676,1,0.5785,0.4836,0.642
RS,Santa Maria do Herval,0.6758,0.7117,0.6075,1,0.3841
RO,Chupinguaia,0.6757,0.7972,0.5044,0.9004,0.5007
SP,Piratininga,0.6757,1,0.5659,0.595,0.5417
TO,Araguaína,0.6755,0.6504,0.7271,1,0.3247
RS,Catuípe,0.6753,1,0.4942,0.6741,0.5329
SC,Abelardo Luz,0.6753,1,0.3914,0.906,0.4038
RS,Venâncio Aires,0.675,1,0.5816,0.5664,0.5522
PR,São Jorge do Patrocínio,0.6749,1,0.4723,0.5773,0.65
RS,Alto Feliz,0.6748,0.3176,1,1,0.3818
MG,Itapagipe,0.6748,0.7916,0.5908,0.8494,0.4673
SP,Brotas,0.6748,1,0.7214,0.7818,0.1959
PR,Tapejara,0.6746,1,0.116,1,0.5823
GO,Heitoraí,0.6745,0,0.9444,0.8447,0.9087
SC,São Carlos,0.6744,1,0.6933,0.6284,0.3761
SP,Salto,0.6743,1,0.8036,0.6222,0.2714
RS,Serafina Corrêa,0.6741,1,0.7403,0.531,0.4252
SC,Guaraciaba,0.674,1,0.6894,0.5922,0.4146
SC,Urussanga,0.674,1,0.4886,0.7044,0.5031
PR,Arapoti,0.6739,1,0.6344,1,0.0612
SC,Ouro Verde,0.6738,0.5607,0.5589,0.7171,0.8587
ES,Boa Esperança,0.6737,0.275,0.6646,1,0.7553
SP,Florínea,0.6737,1,0.7699,0.6051,0.3196
MT,Jaciara,0.6734,0.8395,0.6122,0.506,0.7357
RR,São Luiz,0.6733,0,0.6933,1,1
PR,Turvo,0.6733,0.9237,0.7484,0.5683,0.4528
MT,Cáceres,0.6732,1,0.4722,0.7472,0.4735
SP,Santa Maria da Serra,0.673,0.7899,1,0.5779,0.3241
RS,Coxilha,0.673,0.7784,0.5632,0.8157,0.5345
SP,Barrinha,0.6729,0.7276,0.7185,0.4832,0.7625
PR,Nova Esperança,0.6725,0.9674,0.5334,0.6379,0.5513
MT,Brasnorte,0.6725,1,0.5414,0.7685,0.38
RS,Santa Vitória do Palmar,0.6724,1,0.3771,1,0.3125
MG,Cachoeira de Minas,0.6723,0.6356,0.6571,0.692,0.7044
GO,Goianésia,0.6722,0.9453,0.4538,0.9644,0.3252
SC,Água Doce,0.672,1,0.4598,0.9956,0.2328
ES,Mantenópolis,0.672,0.2508,0.6733,1,0.7637
RS,Nova Boa Vista,0.6717,0.3069,0.9577,0.7107,0.7116
PR,Mallet,0.6717,0.6876,0.5426,0.5274,0.9291
PR,Nova Cantu,0.6716,0.8235,0.3645,0.4985,1
PB,João Pessoa,0.6715,1,0.5449,0.9023,0.2389
RS,Nova Prata,0.6715,0.9668,0.8743,0.6386,0.2061
SP,Francisco Morato,0.6713,0.5411,0.8683,0.6902,0.5856
MG,Varginha,0.6713,1,1,0.5525,0.1328
MG,Abre Campo,0.6711,0.4173,0.6132,0.6538,1
MG,Munhoz,0.6708,0.5064,0.6771,0.4998,1
RS,Augusto Pestana,0.6706,1,0.5479,0.732,0.4024
CE,Parambu,0.6706,0,0.7433,0.9389,1
RS,Condor,0.6704,1,0.6418,0.6212,0.4186
SC,Araranguá,0.6704,1,0.8567,0.4951,0.3296
RS,Picada Café,0.6703,1,0.6978,0.6167,0.3667
TO,Fortaleza do Tabocão,0.6703,0.3015,0.9481,0.5294,0.902
RS,São Sepé,0.67,1,0.6004,1,0.0795
MG,Nova Lima,0.6694,1,0.6381,0.7961,0.2436
AM,Itamarati,0.6693,0.4321,1,0.5099,0.7354
RS,Nicolau Vergueiro,0.6693,0.6856,0.739,0.4658,0.7869
RS,Muliterno,0.6691,0.2916,1,0.6319,0.7529
RS,Morro Reuter,0.6691,0.6498,0.6795,0.4697,0.8774
PR,Japurá,0.669,0.8435,0.5101,0.705,0.6172
TO,Presidente Kennedy,0.6689,0,1,0.6777,0.9979
PR,Mandaguaçu,0.6689,0.6711,0.6399,1,0.3646
SP,Iaras,0.6686,1,0.6978,0.5003,0.4762
RS,Arroio Grande,0.6686,0.8217,0.4884,1,0.3641
SC,Corupá,0.6684,0.964,0.6344,0.6292,0.4461
ES,Colatina,0.6684,1,0.7569,0.6677,0.249
GO,São Luís de Montes Belos,0.6683,0.7564,0.368,0.8495,0.6992
RS,Machadinho,0.6682,0.625,0.6855,0.7093,0.6529
SP,Palmeira d'Oeste,0.6681,1,0.6763,0.5344,0.4619
SP,Pederneiras,0.6681,1,0.7699,0.5316,0.3709
SC,Santa Cecília,0.6678,0.9891,0.2886,0.6664,0.7272
RS,Chapada,0.6678,1,0.8262,0.5675,0.2774
SC,Luzerna,0.6677,1,0.6357,0.5573,0.4779
RS,São Domingos do Sul,0.6677,0.516,0.76,0.5105,0.8844
RS,Itatiba do Sul,0.6677,0.3592,0.8198,0.568,0.9237
PI,Novo Santo Antônio,0.6676,0,1,0.6703,1
RS,Taquari,0.6674,0.5155,0.8959,0.5949,0.6634
PR,Icaraíma,0.6672,0.8271,0.2301,0.6115,1
SP,Catanduva,0.6672,1,0.8242,0.6259,0.2186
SP,Paraíso,0.6665,1,0.3407,0.9283,0.3969
GO,Bonfinópolis,0.6662,0.5571,0.2685,1,0.8389
CE,Pires Ferreira,0.6661,0,1,0.6642,1
SP,Pereira Barreto,0.6659,1,0.7245,0.5261,0.413
RS,Barracão,0.6655,0.7841,0.7452,0.618,0.5146
MT,Campinápolis,0.6651,0.419,0.5001,0.7414,1
